year,survey,species_code,catchjoin,hauljoin,stratum,numcpue
2012,EBS_SLOPE,10115,NA,-9312,31,0
2012,EBS_SLOPE,10115,-245365,-9354,13,198.69646673223815
2012,EBS_SLOPE,10110,-244700,-9338,11,1945.0298728436721
2012,EBS_SLOPE,21740,-230509,-8728,11,1241.7236949931564
2012,EBS_SLOPE,10261,NA,-8779,65,0
2016,EBS_SLOPE,10110,NA,-15822,63,0
2016,EBS_SLOPE,30060,NA,-15884,12,0
2016,EBS_SLOPE,10115,-447757,-15879,32,160.3406919021537
2016,EBS_SLOPE,10115,-459465,-16283,22,1019.080684402941
2016,EBS_SLOPE,10130,-431046,-15543,31,4237.670982248591
2016,EBS_SLOPE,10130,NA,-16287,13,0
2016,EBS_SLOPE,10261,NA,-16264,11,0
2002,EBS_SLOPE,10112,1132914,1130022,62,30.294478080066852
2002,EBS_SLOPE,10112,1133075,1130017,61,53.066371278017584
2002,EBS_SLOPE,10112,1132633,1130025,53,44.67906713324719
2002,EBS_SLOPE,10112,1136250,1129966,24,0
2002,EBS_SLOPE,10115,NA,1129932,11,0
2002,EBS_SLOPE,10115,1134445,1129992,33,79.62956327166023
2002,EBS_SLOPE,10110,1135390,1129978,11,4910.050889278202
2002,EBS_SLOPE,10110,1136070,1129968,22,1533.6980527447781
2002,EBS_SLOPE,10130,1130707,1129931,12,1901.7983881007478
2002,EBS_SLOPE,10130,NA,1130028,33,0
2002,EBS_SLOPE,21740,1130716,1129931,12,775.7335530410945
2002,EBS_SLOPE,21740,1130818,1129933,11,123.81237927673959
2002,EBS_SLOPE,30060,NA,1129909,43,0
2004,EBS_SLOPE,10110,NA,1225451,45,0
2004,EBS_SLOPE,10130,1230950,1225402,12,317.86862728035976
2004,EBS_SLOPE,10130,1228320,1225484,11,1794.3234160297989
2004,EBS_SLOPE,10130,1233958,1225486,13,26.65858804814456
2004,EBS_SLOPE,21740,1225736,1225406,11,4941.059920910237
2004,EBS_SLOPE,21740,1227815,1225588,21,679.7075801515564
2004,EBS_SLOPE,10115,1227600,1225597,12,370.7983907349842
2004,EBS_SLOPE,10115,1233103,1225513,53,25.28844634107792
2004,EBS_SLOPE,30060,1233093,1225402,12,105.95620909345324
2004,EBS_SLOPE,30060,NA,1225432,65,0
2004,EBS_SLOPE,10112,1231165,1225604,12,173.0383721242104
2004,EBS_SLOPE,10112,1234211,1225518,62,175.5395317219682
2004,EBS_SLOPE,10112,NA,1225501,44,0
2004,EBS_SLOPE,10112,NA,1225627,34,0
2004,EBS_SLOPE,21720,1226142,1225571,11,1647.288286882877
2004,EBS_SLOPE,21720,NA,1225469,11,0
2004,EBS_SLOPE,21720,NA,1225508,54,0
2004,EBS_SLOPE,10261,NA,1225574,12,0
2004,EBS_SLOPE,10261,NA,1225631,31,0
2008,EBS_SLOPE,10112,-113633,-4624,35,23.03844886731466
2008,EBS_SLOPE,10112,-113623,-4623,33,77.62085657927058
2008,EBS_SLOPE,30060,NA,-4491,15,0
2008,EBS_SLOPE,10130,NA,-4600,34,0
2008,EBS_SLOPE,10115,-111720,-4575,62,347.50891707881226
2008,EBS_SLOPE,10115,-111560,-4571,61,1334.3681187021032
2008,EBS_SLOPE,21720,NA,-4490,14,0
2008,EBS_SLOPE,10261,NA,-4487,13,0
2010,EBS_SLOPE,10130,NA,-6468,62,0
2010,EBS_SLOPE,21740,NA,-7300,12,0
2010,EBS_SLOPE,10115,-200069,-7321,12,448.7653212110381
2010,EBS_SLOPE,10115,-199405,-7304,12,230.87954975409403
2010,EBS_SLOPE,10110,-196376,-7239,22,1026.22459951585
2010,EBS_SLOPE,10110,-197309,-7259,11,875.610844241029
2010,EBS_SLOPE,30060,NA,-7252,22,0
2010,EBS_SLOPE,30060,-199711,-7313,11,397.90408994423
2010,EBS_SLOPE,21720,NA,-6491,63,0
2010,EBS_SLOPE,21720,NA,-6473,63,0
2010,EBS_SLOPE,21720,NA,-6540,33,0
2010,EBS_SLOPE,21720,-196267,-7237,21,1694.739528503525
2010,EBS_SLOPE,21720,NA,-7254,13,0
2010,EBS_SLOPE,10261,-199790,-7315,11,1936.4294845682414
2012,EBS_SLOPE,10112,-243398,-9308,32,324.1051273283823
2012,EBS_SLOPE,21720,NA,-9306,33,0
2012,EBS_SLOPE,10115,-232076,-8769,63,273.87289799812055
2012,EBS_SLOPE,10115,NA,-8813,44,0
2012,EBS_SLOPE,10115,-231184,-8746,44,176.9239193531237
2012,EBS_SLOPE,10115,NA,-8745,31,0
2012,EBS_SLOPE,10110,-243127,-9300,41,9822.637828942807
2012,EBS_SLOPE,10110,-243747,-9316,22,383.71478633417695
2012,EBS_SLOPE,21740,NA,-9283,12,0
2012,EBS_SLOPE,21740,-244050,-9323,11,6958.423597426495
2012,EBS_SLOPE,10130,-231593,-8757,62,424.24931205478464
2012,EBS_SLOPE,10130,-231403,-8752,51,1194.9838402335286
2012,EBS_SLOPE,10130,NA,-9311,33,0
2012,EBS_SLOPE,10130,-244762,-9340,12,3450.229387579016
2012,EBS_SLOPE,30060,NA,-8758,61,0
2012,EBS_SLOPE,30060,NA,-9311,33,0
2012,EBS_SLOPE,30060,-243242,-9303,31,397796.33082400553
2012,EBS_SLOPE,10261,NA,-8769,63,0
2012,EBS_SLOPE,10261,NA,-9325,11,0
2016,EBS_SLOPE,10110,-445956,-15836,63,25.856717070889033
2016,EBS_SLOPE,10110,-431742,-15564,32,817.9897764911102
2016,EBS_SLOPE,30060,-459303,-16279,22,29.83332983786152
2016,EBS_SLOPE,30060,-459067,-16303,21,44356.720159559976
2016,EBS_SLOPE,10115,NA,-15857,51,0
2016,EBS_SLOPE,10115,NA,-15862,41,0
2016,EBS_SLOPE,10112,-431244,-15549,44,1277.2272928145746
2016,EBS_SLOPE,10112,-447040,-15862,41,127.65200225995105
2016,EBS_SLOPE,10112,-453665,-15893,11,1673.121074062542
2016,EBS_SLOPE,10130,NA,-16308,14,0
2016,EBS_SLOPE,21740,NA,-16260,14,0
2016,EBS_SLOPE,21740,-453584,-15891,11,81320.63982870824
2002,EBS_SLOPE,10112,NA,1130002,54,0
2002,EBS_SLOPE,10112,1133911,1129960,52,134.05593054723104
2002,EBS_SLOPE,10112,1134802,1129988,23,445.6003317048869
2002,EBS_SLOPE,10115,NA,1130024,63,0
2002,EBS_SLOPE,10115,NA,1129999,45,0
2002,EBS_SLOPE,10110,NA,1130002,54,0
2002,EBS_SLOPE,10110,NA,1129988,23,0
2002,EBS_SLOPE,10130,NA,1130004,55,0
2002,EBS_SLOPE,10130,1135935,1130044,21,1717.4880466921209
2002,EBS_SLOPE,21740,NA,1130047,62,0
2002,EBS_SLOPE,21740,1133929,1129953,41,226.1189553032922
2002,EBS_SLOPE,21740,NA,1129992,33,0
2002,EBS_SLOPE,30060,1133090,1130017,61,238.79867075107913
2004,EBS_SLOPE,10110,NA,1225498,42,0
2004,EBS_SLOPE,10110,1232157,1225459,21,777.3343804891143
2004,EBS_SLOPE,10110,1231815,1225533,11,3890.660633653358
2004,EBS_SLOPE,10130,1232566,1225545,11,5369.839474676275
2004,EBS_SLOPE,21740,1232567,1225545,11,465.75138300763615
2004,EBS_SLOPE,21740,NA,1225564,62,0
2004,EBS_SLOPE,10115,NA,1225629,31,0
2004,EBS_SLOPE,30060,1226348,1225592,41,198.63829476174925
2004,EBS_SLOPE,30060,NA,1225567,13,0
2004,EBS_SLOPE,10112,1233946,1225600,11,381.05107197033533
2004,EBS_SLOPE,10261,NA,1225632,33,0
2004,EBS_SLOPE,10261,1228266,1225459,21,28.79016224033757
2004,EBS_SLOPE,10261,NA,1225595,11,0
2008,EBS_SLOPE,10112,-111976,-4580,61,250.31870691545706
2008,EBS_SLOPE,10112,-114835,-4655,12,600.3830443823159
2008,EBS_SLOPE,21740,NA,-4620,33,0
2008,EBS_SLOPE,10110,NA,-4632,34,0
2008,EBS_SLOPE,10110,-112982,-4605,31,265.7657561886214
2008,EBS_SLOPE,10110,NA,-4488,13,0
2008,EBS_SLOPE,30060,NA,-4576,61,0
2008,EBS_SLOPE,30060,NA,-4628,35,0
2008,EBS_SLOPE,30060,-107597,-4480,11,113.82542508048084
2008,EBS_SLOPE,10115,-110022,-4531,43,193.98507566121145
2008,EBS_SLOPE,21720,NA,-4617,45,0
2008,EBS_SLOPE,10261,NA,-4559,61,0
2008,EBS_SLOPE,10261,NA,-4634,34,0
2010,EBS_SLOPE,10130,-179936,-6477,61,5749.304528385326
2010,EBS_SLOPE,10130,-179237,-6457,32,6513.082473269116
2010,EBS_SLOPE,21740,NA,-6493,63,0
2010,EBS_SLOPE,21740,NA,-6490,62,0
2010,EBS_SLOPE,21740,-179441,-6464,41,793.8306655992291
2010,EBS_SLOPE,21740,NA,-7274,13,0
2010,EBS_SLOPE,10112,-195486,-7334,35,23.051447326613008
2010,EBS_SLOPE,10112,-179288,-6458,32,1250.1739212543391
2010,EBS_SLOPE,10112,-197913,-7272,15,139.07032931186444
2010,EBS_SLOPE,10112,-198449,-7283,12,716.2492250924332
2010,EBS_SLOPE,10112,-199554,-7307,11,113.50525217178112
2010,EBS_SLOPE,10115,NA,-7271,11,0
2010,EBS_SLOPE,10110,NA,-6508,54,0
2012,EBS_SLOPE,10115,-231771,-8761,61,608.4061566531126
2012,EBS_SLOPE,10115,-233775,-8814,43,50.90980660840854
2012,EBS_SLOPE,10115,-244202,-9327,13,49.345140638585335
2012,EBS_SLOPE,10110,NA,-8779,65,0
2012,EBS_SLOPE,10110,-232272,-8775,61,2483.736493440949
2012,EBS_SLOPE,10110,-231401,-8752,51,1386.1812546708932
2012,EBS_SLOPE,21740,-242630,-9288,21,6488.449705780328
2012,EBS_SLOPE,10130,-232635,-8785,62,569.1568035698587
2012,EBS_SLOPE,30060,NA,-8777,62,0
2016,EBS_SLOPE,21720,NA,-15822,63,0
2016,EBS_SLOPE,21720,NA,-16309,15,0
2016,EBS_SLOPE,30060,NA,-16293,13,0
2016,EBS_SLOPE,10115,-445753,-15831,65,32.15470580743248
2016,EBS_SLOPE,10115,NA,-16266,11,0
2016,EBS_SLOPE,10112,-460336,-16310,14,22.172548814750883
2016,EBS_SLOPE,10130,-460719,-16258,11,1551.5581764623232
2016,EBS_SLOPE,10261,NA,-15890,12,0
2002,EBS_SLOPE,10112,1135652,1129977,12,599.7744098500951
2002,EBS_SLOPE,10112,1133366,1130012,61,168.3130892761479
2002,EBS_SLOPE,10112,1132489,1129897,33,53.556298916984524
2002,EBS_SLOPE,10110,1131216,1129923,11,4247.4810365511285
2002,EBS_SLOPE,10130,1133476,1130049,61,6938.463190476584
2002,EBS_SLOPE,10130,NA,1130005,54,0
2002,EBS_SLOPE,10130,NA,1129937,11,0
2002,EBS_SLOPE,21720,NA,1130015,63,0
2002,EBS_SLOPE,21720,NA,1130000,43,0
2002,EBS_SLOPE,21740,1135164,1129984,15,67.61169790552482
2002,EBS_SLOPE,30060,NA,1130020,63,0
2002,EBS_SLOPE,30060,1130515,1129933,11,668.5868480943938
2002,EBS_SLOPE,30060,1131156,1129922,11,773.2977425434049
2002,EBS_SLOPE,30060,NA,1129934,11,0
2002,EBS_SLOPE,10261,1133515,1130010,61,52.19416165502676
2004,EBS_SLOPE,10110,NA,1225471,33,0
2004,EBS_SLOPE,10110,NA,1225606,14,0
2004,EBS_SLOPE,10110,NA,1225486,13,0
2004,EBS_SLOPE,21740,NA,1225599,44,0
2004,EBS_SLOPE,21740,1225855,1225573,32,86.34954699588486
2004,EBS_SLOPE,21740,NA,1225470,14,0
2004,EBS_SLOPE,10115,1235089,1225445,61,24.41498044604216
2004,EBS_SLOPE,30060,NA,1225550,15,0
2004,EBS_SLOPE,10112,1228940,1225590,34,23.701869916363684
2004,EBS_SLOPE,21720,NA,1225428,12,0
2004,EBS_SLOPE,21720,NA,1225604,12,0
2004,EBS_SLOPE,21720,NA,1225617,25,0
2004,EBS_SLOPE,10261,NA,1225613,15,0
2008,EBS_SLOPE,10112,-113725,-4626,33,91.51166401950114
2008,EBS_SLOPE,10112,-107595,-4480,11,569.1271254024042
2008,EBS_SLOPE,10110,NA,-4628,35,0
2008,EBS_SLOPE,10110,NA,-4651,12,0
2008,EBS_SLOPE,10110,-108666,-4503,11,1359.7707804434356
2008,EBS_SLOPE,10130,NA,-4587,54,0
2008,EBS_SLOPE,10115,-113302,-4614,53,50.38409559515533
2008,EBS_SLOPE,21720,NA,-4606,33,0
2008,EBS_SLOPE,10261,NA,-4585,55,0
2010,EBS_SLOPE,10130,NA,-7238,25,0
2010,EBS_SLOPE,21740,NA,-6485,62,0
2010,EBS_SLOPE,21740,NA,-6525,42,0
2010,EBS_SLOPE,21740,-195664,-7222,31,816.7712542257702
2010,EBS_SLOPE,10112,-181100,-6504,51,306.80901241246994
2010,EBS_SLOPE,10115,-180113,-6483,62,514.8097774011429
2010,EBS_SLOPE,10115,-180782,-6496,61,24.320130745022887
2010,EBS_SLOPE,10115,NA,-6461,45,0
2010,EBS_SLOPE,10110,-180496,-6490,62,2721.3380161171362
2010,EBS_SLOPE,10110,-181737,-6521,41,325.4993594172607
2010,EBS_SLOPE,10110,NA,-7248,23,0
2010,EBS_SLOPE,10110,-197186,-7256,12,743.7773893206279
2010,EBS_SLOPE,10110,-199704,-7313,11,2138.7344834502364
2010,EBS_SLOPE,30060,NA,-6500,63,0
2010,EBS_SLOPE,30060,NA,-6497,62,0
2010,EBS_SLOPE,21720,-179854,-6475,61,24.827544154173488
2010,EBS_SLOPE,21720,-179506,-6465,61,147.60712248648133
2010,EBS_SLOPE,21720,NA,-6521,41,0
2010,EBS_SLOPE,21720,-181792,-6522,41,76.5524687558754
2010,EBS_SLOPE,10261,NA,-7248,23,0
2012,EBS_SLOPE,10112,-246060,-9371,13,590.8356952400553
2012,EBS_SLOPE,21720,NA,-9338,11,0
2012,EBS_SLOPE,10115,-230547,-8729,13,49.47553459552019
2012,EBS_SLOPE,10110,-243926,-9321,11,527.5756401022484
2012,EBS_SLOPE,21740,NA,-8808,42,0
2012,EBS_SLOPE,21740,NA,-9356,15,0
2012,EBS_SLOPE,30060,NA,-9290,23,0
2012,EBS_SLOPE,30060,-244256,-9328,12,71.62487474600029
2012,EBS_SLOPE,10261,NA,-9314,22,0
2016,EBS_SLOPE,10110,NA,-15873,44,0
2016,EBS_SLOPE,21720,NA,-15815,41,0
2016,EBS_SLOPE,21720,NA,-16259,15,0
2016,EBS_SLOPE,21720,NA,-15894,12,0
2016,EBS_SLOPE,10115,-447082,-15863,45,36.951998171910745
2016,EBS_SLOPE,10115,NA,-16258,11,0
2016,EBS_SLOPE,10115,NA,-15891,11,0
2016,EBS_SLOPE,10112,-447572,-15875,42,647.3329880890731
2016,EBS_SLOPE,10112,-460996,-16264,11,1881.4698694113886
2016,EBS_SLOPE,21740,NA,-15832,62,0
2016,EBS_SLOPE,21740,NA,-15817,52,0
2016,EBS_SLOPE,21740,-431592,-15559,31,116.49858154239578
2016,EBS_SLOPE,10261,NA,-15862,41,0
2016,EBS_SLOPE,10261,NA,-15815,41,0
2016,EBS_SLOPE,10261,NA,-15884,12,0
2002,EBS_SLOPE,10112,1133683,1130008,63,103.24561895283956
2002,EBS_SLOPE,10110,1134231,1129953,41,169.58921647746917
2002,EBS_SLOPE,10130,1131838,1129911,42,1511.6635862891396
2002,EBS_SLOPE,21740,NA,1130008,63,0
2002,EBS_SLOPE,21740,NA,1129999,45,0
2004,EBS_SLOPE,10110,1228636,1225521,62,4574.281259559533
2004,EBS_SLOPE,10130,NA,1225422,12,0
2004,EBS_SLOPE,10130,1228675,1225472,32,1396.8256478273101
2004,EBS_SLOPE,10115,1230157,1225443,61,25.692945154040768
2004,EBS_SLOPE,30060,1231567,1225420,11,46.79018292364668
2004,EBS_SLOPE,30060,1226525,1225500,41,54289.06830514782
2004,EBS_SLOPE,10112,1227746,1225628,32,268.8281164101016
2004,EBS_SLOPE,10112,1231804,1225400,14,44.24424807077381
2004,EBS_SLOPE,21720,NA,1225398,14,0
2004,EBS_SLOPE,10261,NA,1225449,42,0
2008,EBS_SLOPE,10112,-112863,-4601,32,168.20465150451997
2008,EBS_SLOPE,10112,-113833,-4630,31,477.7983694904316
2008,EBS_SLOPE,10112,-109478,-4519,22,1557.3002438177527
2008,EBS_SLOPE,21740,NA,-4514,25,0
2008,EBS_SLOPE,21740,NA,-4637,25,0
2008,EBS_SLOPE,10110,NA,-4557,63,0
2008,EBS_SLOPE,10110,-113563,-4621,31,1056.5645747244173
2008,EBS_SLOPE,10110,NA,-4491,15,0
2008,EBS_SLOPE,10110,-108507,-4499,12,8580.446223134766
2008,EBS_SLOPE,10110,-114918,-4658,11,6705.395099686132
2008,EBS_SLOPE,30060,NA,-4557,63,0
2008,EBS_SLOPE,30060,NA,-4550,62,0
2008,EBS_SLOPE,10130,NA,-4568,62,0
2008,EBS_SLOPE,10130,-107272,-4472,12,627.8547333898589
2008,EBS_SLOPE,10115,-111148,-4561,62,24.94742641725394
2008,EBS_SLOPE,10115,-109945,-4529,41,200.56814939679631
2008,EBS_SLOPE,10115,NA,-4602,34,0
2008,EBS_SLOPE,10115,-112533,-4594,14,104.81388695958549
2008,EBS_SLOPE,10115,-107522,-4478,12,586.8056580136863
2008,EBS_SLOPE,10115,NA,-4658,11,0
2008,EBS_SLOPE,21720,-112376,-4590,41,72.25990442423308
2008,EBS_SLOPE,21720,NA,-4644,11,0
2010,EBS_SLOPE,10130,NA,-6474,63,0
2010,EBS_SLOPE,10130,-198327,-7280,12,4169.8041637229835
2010,EBS_SLOPE,10112,NA,-6488,61,0
2010,EBS_SLOPE,10112,-196710,-7246,21,367.7989883951538
2010,EBS_SLOPE,10115,-182546,-6544,33,118.10638846313176
2010,EBS_SLOPE,10115,-199895,-7317,12,618.0174012069571
2010,EBS_SLOPE,10115,-197191,-7256,12,180.30967013833404
2010,EBS_SLOPE,10115,-197300,-7258,12,400.6359093471112
2010,EBS_SLOPE,10110,-180202,-6485,62,2594.540012598712
2010,EBS_SLOPE,10110,-197989,-7274,13,79.07413674764912
2010,EBS_SLOPE,30060,-196851,-7249,21,332.04316118371173
2010,EBS_SLOPE,21720,NA,-7277,13,0
2010,EBS_SLOPE,10261,NA,-6471,65,0
2010,EBS_SLOPE,10261,NA,-6521,41,0
2010,EBS_SLOPE,10261,NA,-7271,11,0
2010,EBS_SLOPE,10261,NA,-7309,11,0
2012,EBS_SLOPE,10112,-232780,-8789,62,1301.3897106923914
2012,EBS_SLOPE,10112,-243275,-9304,34,75.87000130496402
2012,EBS_SLOPE,10112,-243588,-9312,31,185.77933502144822
2012,EBS_SLOPE,21720,-232904,-8791,61,340.81497949997896
2012,EBS_SLOPE,21720,NA,-8796,52,0
2012,EBS_SLOPE,21720,NA,-8733,12,0
2012,EBS_SLOPE,10115,-243749,-9316,22,179.0669002892826
2012,EBS_SLOPE,10115,-242365,-9282,12,180.30143927942066
2012,EBS_SLOPE,21740,-244739,-9339,11,25.86527692878599
2012,EBS_SLOPE,10130,-233234,-8799,52,29.45667313682492
2012,EBS_SLOPE,10130,NA,-8737,25,0
2012,EBS_SLOPE,10130,NA,-9369,13,0
2012,EBS_SLOPE,10130,NA,-8732,12,0
2012,EBS_SLOPE,10130,-244698,-9338,11,1868.252377863001
2012,EBS_SLOPE,30060,NA,-8802,55,0
2012,EBS_SLOPE,30060,NA,-8746,44,0
2016,EBS_SLOPE,10110,NA,-15832,62,0
2016,EBS_SLOPE,10110,NA,-15880,33,0
2016,EBS_SLOPE,21720,NA,-15846,61,0
2016,EBS_SLOPE,21720,NA,-15872,45,0
2016,EBS_SLOPE,30060,NA,-15558,34,0
2016,EBS_SLOPE,30060,NA,-16302,25,0
2016,EBS_SLOPE,10115,NA,-16274,21,0
2016,EBS_SLOPE,10112,NA,-15541,34,0
2016,EBS_SLOPE,10112,-459859,-16287,13,697.5526442980652
2016,EBS_SLOPE,10130,NA,-16296,23,0
2016,EBS_SLOPE,21740,-445814,-15833,61,19755.22464802549
2016,EBS_SLOPE,21740,-461094,-16267,11,44775.63880947841
2016,EBS_SLOPE,10261,NA,-15834,61,0
2016,EBS_SLOPE,10261,NA,-15547,31,0
2002,EBS_SLOPE,10130,NA,1129966,24,0
2002,EBS_SLOPE,21720,1136226,1129965,21,293.9834522594392
2002,EBS_SLOPE,30060,1130776,1129932,11,299.2214855389248
2002,EBS_SLOPE,10261,NA,1129936,11,0
2002,EBS_SLOPE,10261,NA,1130008,63,0
2002,EBS_SLOPE,10261,1133256,1129961,61,24.82654314964919
2002,EBS_SLOPE,10261,NA,1129928,15,0
2004,EBS_SLOPE,10110,1228455,1225577,41,4862.688972009458
2004,EBS_SLOPE,10130,1234243,1225563,11,3184.0324632918664
2004,EBS_SLOPE,10130,NA,1225399,15,0
2004,EBS_SLOPE,21740,1232805,1225491,12,1039.6977390732966
2004,EBS_SLOPE,21740,NA,1225560,33,0
2004,EBS_SLOPE,10115,1234292,1225424,12,334.51544400937365
2004,EBS_SLOPE,10115,1225677,1225412,12,1337.2767264095044
2004,EBS_SLOPE,30060,NA,1225549,24,0
2004,EBS_SLOPE,10112,1231396,1225586,14,75.43838755777574
2004,EBS_SLOPE,10112,1231542,1225427,13,24.156154270670385
2004,EBS_SLOPE,21720,1228325,1225484,11,286.05155907721434
2004,EBS_SLOPE,21720,NA,1225593,55,0
2004,EBS_SLOPE,21720,1227814,1225588,21,723.559682096818
2004,EBS_SLOPE,10261,NA,1225450,44,0
2008,EBS_SLOPE,10112,NA,-4555,65,0
2008,EBS_SLOPE,10112,NA,-4653,11,0
2008,EBS_SLOPE,21740,NA,-4552,61,0
2008,EBS_SLOPE,21740,NA,-4536,44,0
2008,EBS_SLOPE,21740,NA,-4628,35,0
2008,EBS_SLOPE,21740,-114487,-4647,11,85.980395036925
2008,EBS_SLOPE,10110,-111195,-4563,61,5732.101580410705
2008,EBS_SLOPE,10110,NA,-4611,43,0
2008,EBS_SLOPE,30060,-109619,-4522,22,174.345724083944
2008,EBS_SLOPE,10130,NA,-4507,12,0
2008,EBS_SLOPE,10115,-114119,-4638,23,406.2556757907919
2008,EBS_SLOPE,10261,NA,-4608,41,0
2008,EBS_SLOPE,10261,NA,-4596,24,0
2010,EBS_SLOPE,10112,-179943,-6477,61,1087.7062621269536
2010,EBS_SLOPE,10115,-180557,-6491,63,251.50285531191636
2010,EBS_SLOPE,10115,-180391,-6488,61,25.293793737711958
2010,EBS_SLOPE,10110,NA,-6473,63,0
2010,EBS_SLOPE,10110,NA,-7331,13,0
2010,EBS_SLOPE,30060,-181376,-6511,51,911.5081666004494
2010,EBS_SLOPE,30060,NA,-6458,32,0
2010,EBS_SLOPE,30060,-196882,-7250,22,67.75673705236511
2010,EBS_SLOPE,21720,-179884,-6476,61,294.307598087756
2010,EBS_SLOPE,10261,-181798,-6522,41,25.517489585291802
2012,EBS_SLOPE,10112,-262971,-8759,61,746.1170470051608
2012,EBS_SLOPE,21720,-244497,-9333,11,25.41453908852687
2012,EBS_SLOPE,10115,NA,-9301,41,0
2012,EBS_SLOPE,10110,-231858,-8763,61,610.099870575632
2012,EBS_SLOPE,21740,NA,-9308,32,0
2012,EBS_SLOPE,21740,-244705,-9338,11,25.59249832689042
2012,EBS_SLOPE,10130,NA,-8811,45,0
2012,EBS_SLOPE,10261,-232186,-8772,61,80.03233306255727
2012,EBS_SLOPE,10261,NA,-8801,54,0
2012,EBS_SLOPE,10261,NA,-9322,12,0
2016,EBS_SLOPE,10110,NA,-15877,44,0
2016,EBS_SLOPE,10110,NA,-16296,23,0
2016,EBS_SLOPE,10110,-453515,-15889,11,620.7485552201528
2016,EBS_SLOPE,30060,NA,-16294,24,0
2016,EBS_SLOPE,10115,-431351,-15552,43,136.46034208642732
2016,EBS_SLOPE,10115,-431519,-15558,34,48.04134361165069
2016,EBS_SLOPE,10112,NA,-15829,63,0
2016,EBS_SLOPE,10112,-431443,-15555,41,2087.7262573331386
2016,EBS_SLOPE,10112,NA,-15566,35,0
2016,EBS_SLOPE,10130,-458571,-16277,21,8058.770915299027
2016,EBS_SLOPE,10130,NA,-16252,13,0
2016,EBS_SLOPE,10261,NA,-15855,55,0
2016,EBS_SLOPE,10261,NA,-15537,22,0
2002,EBS_SLOPE,10112,1131835,1129911,42,333.078417317946
2002,EBS_SLOPE,10112,1132328,1129900,33,133.7535119659637
2002,EBS_SLOPE,10112,1134894,1129985,14,22.92219368510985
2002,EBS_SLOPE,10115,NA,1129915,34,0
2002,EBS_SLOPE,10115,NA,1129978,11,0
2002,EBS_SLOPE,10130,1133369,1130012,61,2644.9199743394674
2002,EBS_SLOPE,21720,NA,1130002,54,0
2002,EBS_SLOPE,10261,NA,1129925,11,0
2002,EBS_SLOPE,10261,NA,1130036,32,0
2004,EBS_SLOPE,10110,1228713,1225482,21,838.7733778122873
2004,EBS_SLOPE,10130,1231826,1225591,12,3480.6152253575515
2004,EBS_SLOPE,10130,NA,1225522,65,0
2004,EBS_SLOPE,10130,NA,1225502,45,0
2004,EBS_SLOPE,10130,NA,1225501,44,0
2004,EBS_SLOPE,21740,NA,1225502,45,0
2004,EBS_SLOPE,21740,1231326,1225592,41,24.829786845218656
2004,EBS_SLOPE,10115,1233089,1225483,12,475.0960881838352
2004,EBS_SLOPE,10115,NA,1225584,35,0
2004,EBS_SLOPE,30060,NA,1225443,61,0
2004,EBS_SLOPE,10112,1235032,1225443,61,102.77178061616307
2004,EBS_SLOPE,10112,1227372,1225423,13,84.92864960134916
2004,EBS_SLOPE,10112,1231749,1225567,13,290.26825536640035
2004,EBS_SLOPE,10261,NA,1225624,24,0
2008,EBS_SLOPE,21740,-113078,-4608,41,99.20540439297403
2008,EBS_SLOPE,30060,NA,-4520,23,0
2008,EBS_SLOPE,10130,NA,-4626,33,0
2008,EBS_SLOPE,10130,NA,-4640,13,0
2008,EBS_SLOPE,10115,NA,-4555,65,0
2008,EBS_SLOPE,21720,-111975,-4580,61,68.26873824967011
2008,EBS_SLOPE,21720,NA,-4585,55,0
2008,EBS_SLOPE,21720,NA,-4536,44,0
2008,EBS_SLOPE,21720,-113074,-4608,41,148.80810658946106
2008,EBS_SLOPE,10261,NA,-4553,62,0
2008,EBS_SLOPE,10261,NA,-4584,54,0
2008,EBS_SLOPE,10261,NA,-4532,45,0
2008,EBS_SLOPE,10261,NA,-4652,11,0
2010,EBS_SLOPE,10130,NA,-6540,33,0
2010,EBS_SLOPE,21740,-179885,-6476,61,171.67943221785768
2010,EBS_SLOPE,10112,NA,-6515,55,0
2010,EBS_SLOPE,10112,-181379,-6511,51,182.30163332008988
2010,EBS_SLOPE,10112,-179215,-6456,33,335.8682993224697
2010,EBS_SLOPE,10115,-196070,-7230,22,58.450023447226904
2010,EBS_SLOPE,21720,NA,-6501,62,0
2010,EBS_SLOPE,21720,NA,-6482,62,0
2010,EBS_SLOPE,21720,NA,-6487,62,0
2010,EBS_SLOPE,21720,NA,-6462,43,0
2010,EBS_SLOPE,21720,-179044,-6453,31,606.4368725747263
2010,EBS_SLOPE,10261,NA,-6457,32,0
2012,EBS_SLOPE,21720,NA,-9283,12,0
2012,EBS_SLOPE,21720,-230508,-8728,11,28.877295232398986
2012,EBS_SLOPE,10115,-232457,-8781,65,37.131201764712344
2012,EBS_SLOPE,10110,-231469,-8753,52,876.1981268481821
2012,EBS_SLOPE,10110,NA,-8799,52,0
2012,EBS_SLOPE,10110,-242452,-9284,12,25.5251949244273
2012,EBS_SLOPE,21740,NA,-9368,14,0
2012,EBS_SLOPE,10130,NA,-8738,23,0
2012,EBS_SLOPE,10130,-244658,-9337,11,2232.585524962462
2012,EBS_SLOPE,30060,NA,-9369,13,0
2012,EBS_SLOPE,30060,NA,-8732,12,0
2012,EBS_SLOPE,30060,-244661,-9337,11,102.64761034310169
